Customer_ID,Total_Transactions,Avg_Transaction_Amount,Avg_Satisfaction_Score,Avg_Likelihood_to_Recommend,Mode_Transaction_Type,Mode_Transaction_Amount_Segment,PC1,PC2,KMeans_Cluster,Customer_Segment
64,1,4518.0,5.0,3.0,Bill Payment,High Transaction Amount,0.049172689409998235,-0.06647163638722162,1,Low-Engagement / Negative Sentiment
65,4,1916.25,8.0,5.0,Purchase,Low Transaction Amount,-1.057370546395265,1.156053386531924,3,Low-Engagement / Positive Sentiment
66,7,2432.785714285714,6.0,5.0,Purchase,Medium Transaction Amount,0.8493037231577525,0.1223907829947358,2,High-Engagement / Negative Sentiment
67,6,2917.8333333333335,5.0,9.0,Purchase,Medium Transaction Amount,0.2777977835629783,-1.0451054362298575,1,Low-Engagement / Negative Sentiment
68,7,2241.714285714286,4.0,1.0,Purchase,Medium Transaction Amount,0.8773843065209904,0.5538477519798229,0,High-Engagement / Positive Sentiment
69,6,1914.0,5.0,1.0,Purchase,Low Transaction Amount,-0.4544518747256962,1.3114734645214516,0,High-Engagement / Positive Sentiment
70,3,2050.6666666666665,4.0,9.0,Investment,Medium Transaction Amount,-0.7894939631014469,-1.272149110110046,1,Low-Engagement / Negative Sentiment
71,7,1786.857142857143,1.0,5.0,Loan Payment,Medium Transaction Amount,0.5039155963061829,-1.123866790051809,1,Low-Engagement / Negative Sentiment
72,6,3882.1666666666665,3.0,4.0,Investment,High Transaction Amount,1.4082873477339883,-0.8924328066785894,2,High-Engagement / Negative Sentiment
73,6,2100.0,8.0,2.0,Investment,Low Transaction Amount,-0.3007833318023338,1.8111640629549182,0,High-Engagement / Positive Sentiment
74,7,1051.857142857143,7.0,9.0,Purchase,Low Transaction Amount,-0.33291098818973713,-0.0640550742624817,1,Low-Engagement / Negative Sentiment
75,3,3100.3333333333335,7.0,6.0,Purchase,Medium Transaction Amount,-0.41710959018644883,0.1920041674236031,3,Low-Engagement / Positive Sentiment
76,2,2846.5,3.0,9.0,Purchase,Medium Transaction Amount,-1.1644570354249641,-1.4919547350813511,1,Low-Engagement / Negative Sentiment
77,7,2161.785714285714,9.0,5.0,Loan Payment,Medium Transaction Amount,1.0890728810567447,0.873979371633416,0,High-Engagement / Positive Sentiment
78,9,2870.8888888888887,6.0,4.0,Bill Payment,Medium Transaction Amount,1.5896664020762712,0.3400469052707309,2,High-Engagement / Negative Sentiment
79,10,3017.9,8.0,7.0,Bill Payment,Medium Transaction Amount,1.929169669300828,0.12816650324478912,2,High-Engagement / Negative Sentiment
80,4,3718.75,8.0,5.0,Loan Payment,High Transaction Amount,1.1249435645031296,0.1689659006615996,2,High-Engagement / Negative Sentiment
81,8,2535.25,3.0,8.0,Loan Payment,Medium Transaction Amount,0.8434188635307401,-1.3357471920777508,2,High-Engagement / Negative Sentiment
82,4,3757.75,4.0,8.0,Investment,Medium Transaction Amount,-0.421910112513652,-1.0525725431509008,1,Low-Engagement / Negative Sentiment
83,7,2245.714285714286,6.0,2.0,Bill Payment,Low Transaction Amount,-0.05212086193887183,1.3265541626973565,0,High-Engagement / Positive Sentiment
84,8,2853.5,2.0,5.0,Purchase,High Transaction Amount,1.9617059226229783,-1.3844272401788524,2,High-Engagement / Negative Sentiment
85,5,2082.8,7.0,10.0,Bill Payment,Medium Transaction Amount,0.10529070804347192,-0.7539878470583933,1,Low-Engagement / Negative Sentiment
86,5,2394.6,2.0,8.0,Bill Payment,Medium Transaction Amount,-0.1732476426501901,-1.5371824434084622,1,Low-Engagement / Negative Sentiment
87,7,1640.0,5.0,3.0,Loan Payment,Medium Transaction Amount,0.8836791909569032,0.34051554549400004,2,High-Engagement / Negative Sentiment
89,2,1159.0,9.0,3.0,Purchase,Low Transaction Amount,-1.5450236824261565,1.89754953223068,3,Low-Engagement / Positive Sentiment
90,6,2593.1666666666665,2.0,6.0,Purchase,Medium Transaction Amount,0.1891412301946764,-1.0961088648070219,1,Low-Engagement / Negative Sentiment
91,3,3260.0,7.0,2.0,Investment,Medium Transaction Amount,-0.2649126483559491,1.1061505919831018,0,High-Engagement / Positive Sentiment
92,5,2387.8,7.0,6.0,Bill Payment,Medium Transaction Amount,0.2796606125943504,0.17693066234799992,0,High-Engagement / Positive Sentiment
93,3,2084.6666666666665,7.0,6.0,Purchase,Low Transaction Amount,-1.4980990575768802,0.6867460493621258,3,Low-Engagement / Positive Sentiment
94,2,3505.0,1.0,8.0,Purchase,Medium Transaction Amount,-1.267153880474885,-1.7586866481510592,1,Low-Engagement / Negative Sentiment
95,8,2718.5,8.0,5.0,Purchase,Medium Transaction Amount,1.3195844187954684,0.608699263023589,2,High-Engagement / Negative Sentiment
96,4,2380.5,2.0,1.0,Investment,Medium Transaction Amount,-0.2630521007372552,0.07707330788898137,3,Low-Engagement / Positive Sentiment
97,5,2161.2,5.0,8.0,Purchase,Low Transaction Amount,-1.083590582139809,-0.3044808665472834,3,Low-Engagement / Positive Sentiment
98,2,1278.75,2.0,9.0,Bill Payment,Low Transaction Amount,-2.2698037095285675,-1.2357110076441786,3,Low-Engagement / Positive Sentiment
99,5,2575.6,5.0,1.0,Bill Payment,Medium Transaction Amount,0.3513336720953079,0.8411172586846853,0,High-Engagement / Positive Sentiment
100,4,1462.5,7.0,5.0,Purchase,Low Transaction Amount,-1.1305152069890851,0.906322616321271,3,Low-Engagement / Positive Sentiment
101,1,1552.0,6.0,6.0,Investment,Medium Transaction Amount,-1.1604099624007986,-0.04819256684903849,3,Low-Engagement / Positive Sentiment
102,2,4502.5,5.0,4.0,Purchase,High Transaction Amount,0.2807841338417058,-0.3235869398405761,1,Low-Engagement / Negative Sentiment
103,8,2565.875,4.0,2.0,Purchase,Medium Transaction Amount,1.1577832048333463,0.3079650642357716,2,High-Engagement / Negative Sentiment
104,6,2952.0833333333335,8.0,5.0,Bill Payment,Medium Transaction Amount,0.7203891237759656,0.6462379995177984,0,High-Engagement / Positive Sentiment
105,7,1787.857142857143,8.0,4.0,Purchase,Medium Transaction Amount,1.0391855204831124,0.8545819507676404,0,High-Engagement / Positive Sentiment
106,9,2025.111111111111,1.0,7.0,Purchase,Medium Transaction Amount,1.0443782168133628,-1.6180284435466326,2,High-Engagement / Negative Sentiment
107,6,1533.5,10.0,6.0,Bill Payment,Low Transaction Amount,-0.2579034985645448,1.4077117945260287,0,High-Engagement / Positive Sentiment
108,7,3274.5714285714284,2.0,3.0,Bill Payment,High Transaction Amount,1.7736869543289902,-0.8945823093738995,2,High-Engagement / Negative Sentiment
109,5,1498.4,3.0,9.0,Investment,Low Transaction Amount,-1.2956453421855478,-1.0534441191670827,1,Low-Engagement / Negative Sentiment
110,4,1325.75,1.0,4.0,Bill Payment,Low Transaction Amount,-1.4770032405336386,-0.3480997618817465,3,Low-Engagement / Positive Sentiment
111,6,2311.0,5.654396728016361,5.0,Bill Payment,Medium Transaction Amount,0.5488207685589682,0.06046868779669602,2,High-Engagement / Negative Sentiment
112,7,2260.5714285714284,10.0,3.0,Bill Payment,Medium Transaction Amount,1.2778547716891206,1.598005734249848,0,High-Engagement / Positive Sentiment
113,8,2729.375,8.0,8.0,Purchase,Medium Transaction Amount,1.1888069903823095,-0.08948961903120602,2,High-Engagement / Negative Sentiment
114,2,1880.5,4.0,7.0,Bill Payment,Low Transaction Amount,-2.036329436065488,-0.27079021251967583,3,Low-Engagement / Positive Sentiment
115,4,1302.125,7.0,7.0,Investment,Low Transaction Amount,-1.2398731219849033,0.4240912767711796,3,Low-Engagement / Positive Sentiment
116,7,3204.3571428571427,7.0,8.0,Bill Payment,Medium Transaction Amount,0.840458409219062,-0.314834713140103,2,High-Engagement / Negative Sentiment
117,8,2962.25,5.0,7.0,Investment,Medium Transaction Amount,0.9907925220181896,-0.6227243871584617,2,High-Engagement / Negative Sentiment
118,3,3556.3333333333335,5.654396728016361,3.0,Investment,High Transaction Amount,0.6740606482735855,0.04264054118253165,2,High-Engagement / Negative Sentiment
119,3,2717.3333333333335,10.0,3.0,Investment,Low Transaction Amount,-1.1700606101026394,2.117355157201985,3,Low-Engagement / Positive Sentiment
120,7,1855.7142857142858,4.0,2.0,Purchase,Medium Transaction Amount,0.8337918303832709,0.3211181246282247,2,High-Engagement / Negative Sentiment
121,2,3470.5,7.0,1.0,Loan Payment,Medium Transaction Amount,-0.5028034078303945,1.3712016425807687,0,High-Engagement / Positive Sentiment
122,8,2841.5,5.0,5.0,Purchase,Medium Transaction Amount,1.1001504370140076,-0.14049304760837042,2,High-Engagement / Negative Sentiment
123,4,2331.5,2.0,4.0,Purchase,Low Transaction Amount,-1.4526460338204668,-0.10960160738039633,3,Low-Engagement / Positive Sentiment
124,1,1017.0,8.0,2.0,Investment,Low Transaction Amount,-1.920740204052711,1.8769293649171837,3,Low-Engagement / Positive Sentiment
125,3,4270.333333333333,2.0,1.0,Purchase,High Transaction Amount,0.5161189549234795,-0.3877434288101935,2,High-Engagement / Negative Sentiment
126,1,4171.0,8.0,3.0,Bill Payment,High Transaction Amount,0.2686066711914588,0.6827206742447378,0,High-Engagement / Positive Sentiment
127,3,2604.3333333333335,2.0,6.0,Loan Payment,Medium Transaction Amount,-0.7624977170380182,-1.0542534056229416,1,Low-Engagement / Negative Sentiment
128,4,3097.0,5.0,2.0,Investment,Medium Transaction Amount,-0.08721059509351407,0.5935359911693425,0,High-Engagement / Positive Sentiment
129,5,3584.0,4.0,10.0,Investment,Medium Transaction Amount,-0.1851036903390157,-1.5311848582465504,1,Low-Engagement / Negative Sentiment
130,3,4384.333333333333,1.0,7.0,Bill Payment,High Transaction Amount,0.2302068913839897,-2.0226193474211334,1,Low-Engagement / Negative Sentiment
131,5,3108.2,8.0,7.0,Purchase,Medium Transaction Amount,0.26042534316980276,0.18269918949775166,0,High-Engagement / Positive Sentiment
132,5,1695.6,10.0,3.0,Purchase,Low Transaction Amount,-0.4999048984821096,2.1078211212639735,0,High-Engagement / Positive Sentiment
133,4,1661.375,3.0,1.0,Bill Payment,Low Transaction Amount,-1.1999364909328394,0.8495506605943548,3,Low-Engagement / Positive Sentiment
134,4,2066.75,4.0,9.0,Investment,Medium Transaction Amount,-0.46550258865137156,-1.285302170502499,1,Low-Engagement / Negative Sentiment
135,4,2352.0,4.0,5.0,Loan Payment,Medium Transaction Amount,-0.24862454526258265,-0.33521529824249036,1,Low-Engagement / Negative Sentiment
136,6,3699.6666666666665,5.0,2.0,Investment,High Transaction Amount,1.6417616211970683,0.0724879884459136,2,High-Engagement / Negative Sentiment
137,1,3520.0,3.0,8.0,Bill Payment,Medium Transaction Amount,-1.3960684798566718,-1.2348394316279967,1,Low-Engagement / Negative Sentiment
138,3,2446.6666666666665,9.0,10.0,Bill Payment,Low Transaction Amount,-1.4773921870594702,0.2665216960863417,3,Low-Engagement / Positive Sentiment
139,2,2790.5,4.0,10.0,Investment,Medium Transaction Amount,-1.1570778136892423,-1.4917256770691911,1,Low-Engagement / Negative Sentiment
140,1,3528.0,10.0,4.0,Purchase,Medium Transaction Amount,-0.7584734050296996,1.4329618535436652,0,High-Engagement / Positive Sentiment
141,4,2911.5,4.0,10.0,Investment,Medium Transaction Amount,-0.5090950647890913,-1.5180317978540974,1,Low-Engagement / Negative Sentiment
142,7,3480.4285714285716,6.0,7.0,Purchase,High Transaction Amount,1.8431082382727444,-0.8378103536469834,2,High-Engagement / Negative Sentiment
143,4,2341.5,8.0,5.0,Loan Payment,Medium Transaction Amount,0.043954097112698286,0.6637077826001223,0,High-Engagement / Positive Sentiment
144,3,3460.6666666666665,7.0,3.0,Purchase,High Transaction Amount,0.7946573056171414,0.39545116753987536,0,High-Engagement / Positive Sentiment
145,7,1756.4285714285713,4.0,10.0,Loan Payment,Medium Transaction Amount,0.5053871973990457,-1.5383226161778412,1,Low-Engagement / Negative Sentiment
146,5,2498.6,4.0,8.0,Bill Payment,Medium Transaction Amount,-0.02695832146254959,-1.0377209029871561,1,Low-Engagement / Negative Sentiment
147,4,1297.5,5.0,2.0,Investment,Medium Transaction Amount,-0.08721059509351407,0.5935359911693425,0,High-Engagement / Positive Sentiment
148,8,2294.25,10.0,1.0,Loan Payment,Medium Transaction Amount,1.6605788206515188,2.0414755908580093,0,High-Engagement / Positive Sentiment
149,12,2866.3333333333335,5.0,5.0,Purchase,Medium Transaction Amount,2.396115934814309,-0.19310528917818287,2,High-Engagement / Negative Sentiment
150,4,3698.25,1.0,4.0,Investment,Medium Transaction Amount,-0.46697418974423427,-0.8708463443764668,1,Low-Engagement / Negative Sentiment
151,4,3157.75,8.0,10.0,Investment,Medium Transaction Amount,-0.2165164224138102,-0.5191087170114846,1,Low-Engagement / Negative Sentiment
152,7,3256.5714285714284,10.0,7.0,Investment,Medium Transaction Amount,1.0325244505372155,0.639082524287257,0,High-Engagement / Positive Sentiment
153,5,2931.0,5.0,9.0,Loan Payment,Medium Transaction Amount,-0.025858414769565415,-1.0295560978306835,1,Low-Engagement / Negative Sentiment
154,6,2585.6666666666665,3.0,6.0,Loan Payment,Low Transaction Amount,-0.7983684004844029,-0.3492399346511253,3,Low-Engagement / Positive Sentiment
155,6,2795.5833333333335,3.0,1.0,Loan Payment,Medium Transaction Amount,0.5005834475946264,0.31966632016834357,0,High-Engagement / Positive Sentiment
156,8,2784.6875,4.0,8.0,Purchase,Medium Transaction Amount,0.8962283480070287,-1.0884126998738184,2,High-Engagement / Negative Sentiment
157,4,2087.5,7.0,2.0,Purchase,Low Transaction Amount,-0.9997377785759262,1.604511498376066,3,Low-Engagement / Positive Sentiment
158,5,2499.4,5.0,4.0,Loan Payment,Low Transaction Amount,-0.8888855014713987,0.6288339208658307,3,Low-Engagement / Positive Sentiment
159,3,2765.3333333333335,1.0,3.0,Investment,Low Transaction Amount,-1.8283625554470215,-0.13022177469389268,3,Low-Engagement / Positive Sentiment
160,3,2103.0,5.0,6.0,Bill Payment,Low Transaction Amount,-1.5956009248838727,0.1985171246501225,3,Low-Engagement / Positive Sentiment
161,12,2379.375,5.0,2.0,Loan Payment,Medium Transaction Amount,2.547228539345,0.5074798708833331,2,High-Engagement / Negative Sentiment
162,7,1841.0,6.0,5.0,Purchase,Low Transaction Amount,-0.23168574423267888,0.6171326649332585,0,High-Engagement / Positive Sentiment
163,1,737.0,7.0,9.0,Bill Payment,Low Transaction Amount,-2.228071781009542,0.026095903801540032,3,Low-Engagement / Positive Sentiment
164,4,3141.75,5.0,3.0,Purchase,High Transaction Amount,0.9723593588795764,-0.11716343327388405,2,High-Engagement / Negative Sentiment
165,4,3481.25,2.0,2.0,Loan Payment,Medium Transaction Amount,-0.2641364380370643,-0.13648795660900134,1,Low-Engagement / Negative Sentiment
166,4,2326.5,2.0,2.0,Purchase,Medium Transaction Amount,-0.2844716141545961,-0.13888423461572214,1,Low-Engagement / Negative Sentiment
167,6,1710.3333333333333,4.0,9.0,Investment,Medium Transaction Amount,0.18248016024877933,-1.3116082912874052,1,Low-Engagement / Negative Sentiment
168,6,1295.1666666666667,1.0,6.0,Loan Payment,Low Transaction Amount,-0.9446577216720434,-0.8487014750724317,1,Low-Engagement / Negative Sentiment
169,9,2374.6666666666665,7.0,2.0,Loan Payment,Medium Transaction Amount,1.7215437371824143,1.0464005924819986,0,High-Engagement / Positive Sentiment
170,1,1702.0,1.0,3.0,Purchase,Medium Transaction Amount,-1.3731828742363623,-0.5818854510006144,3,Low-Engagement / Positive Sentiment
171,2,1820.5,3.0,1.0,Purchase,Medium Transaction Amount,-0.8157172263232072,0.3698822837314353,3,Low-Engagement / Positive Sentiment
172,7,2441.714285714286,10.0,2.0,Bill Payment,Medium Transaction Amount,1.3214472478268404,1.8307353616014463,0,High-Engagement / Positive Sentiment
173,4,2690.0,7.0,2.0,Purchase,Medium Transaction Amount,0.08125168881450513,1.1097696164375435,0,High-Engagement / Positive Sentiment
174,3,1871.0,6.0,2.0,Bill Payment,Low Transaction Amount,-1.348086359739174,1.379166404267169,3,Low-Engagement / Positive Sentiment
175,7,2324.8571428571427,7.0,7.0,Bill Payment,Medium Transaction Amount,0.8840508853567817,-0.08210508578850469,2,High-Engagement / Negative Sentiment
176,4,2541.5,5.0,3.0,Loan Payment,Medium Transaction Amount,-0.0882949323933232,0.3799747266713594,0,High-Engagement / Positive Sentiment
177,6,1852.1666666666667,8.0,4.0,Investment,Low Transaction Amount,-0.387968284077773,1.3457048082517213,0,High-Engagement / Positive Sentiment
178,6,1966.9166666666667,6.0,2.0,Bill Payment,Medium Transaction Amount,0.704877231001484,0.8449653411512872,0,High-Engagement / Positive Sentiment
179,4,2033.5,4.0,5.0,Investment,Low Transaction Amount,-1.3721221514909248,0.14035822084241686,3,Low-Engagement / Positive Sentiment
180,5,2212.8,1.0,9.0,Bill Payment,Medium Transaction Amount,-0.28998477938172995,-2.0196428409707137,1,Low-Engagement / Negative Sentiment
181,4,2674.5,2.0,9.0,Purchase,Low Transaction Amount,-1.6706084145090647,-1.2732497441383879,1,Low-Engagement / Negative Sentiment
182,2,2354.5,6.0,7.0,Purchase,Low Transaction Amount,-1.9388275687584957,0.21743871219232727,3,Low-Engagement / Positive Sentiment
183,6,2323.3333333333335,4.0,8.0,Purchase,Medium Transaction Amount,0.24824559910687766,-1.0621065790889124,1,Low-Engagement / Negative Sentiment
184,6,2470.0,3.0,5.0,Purchase,Low Transaction Amount,-0.775111100464215,-0.11890658530624783,3,Low-Engagement / Positive Sentiment
185,7,2272.285714285714,7.0,5.0,Investment,Low Transaction Amount,-0.1807140463592374,0.850091350297017,0,High-Engagement / Positive Sentiment
186,7,2608.1428571428573,7.0,3.0,Purchase,Medium Transaction Amount,1.0096333360270118,0.8375808079085856,0,High-Engagement / Positive Sentiment
187,3,1973.0,2.0,6.0,Purchase,Low Transaction Amount,-1.8638223605459814,-0.5619078016911397,3,Low-Engagement / Positive Sentiment
188,4,2728.0,8.0,1.0,Purchase,Medium Transaction Amount,0.19798882554604497,1.5922300139997947,0,High-Engagement / Positive Sentiment
189,9,2135.1111111111113,1.0,3.0,Purchase,Medium Transaction Amount,1.2187481213642413,-0.6871099341402394,2,High-Engagement / Negative Sentiment
190,2,2587.5,10.0,2.0,Investment,Low Transaction Amount,-1.4504595084149954,2.363237844946037,3,Low-Engagement / Positive Sentiment
191,6,81586.0,7.0,7.0,Bill Payment,Medium Transaction Amount,0.5600595109067061,-0.06895202539605155,2,High-Engagement / Negative Sentiment
192,7,2457.1428571428573,10.0,9.0,Bill Payment,High Transaction Amount,2.0972893822532344,-0.29311391179826457,2,High-Engagement / Negative Sentiment
193,7,3019.0714285714284,1.0,4.0,Bill Payment,Medium Transaction Amount,0.575960350207019,-0.8823008249976283,2,High-Engagement / Negative Sentiment
194,8,2726.75,3.0,7.0,Loan Payment,Medium Transaction Amount,0.8870113396684598,-1.1030175647261524,2,High-Engagement / Negative Sentiment
