Total_Transactions,Avg_Satisfaction_Score,Avg_Likelihood_to_Recommend,Mode_Transaction_Type,Mode_Transaction_Amount_Segment
7,0.5333843508857418,0.9064540255114978,1,1
8,-0.18742332629727104,0.550116397905434,2,1
3,0.0484237664415475,-0.8752341125188212,2,2
3,1.614595866660261,-0.8752341125188212,2,0
7,-0.5478271648887774,-1.2315717401248851,0,1
2,0.5333843508857418,-1.5879093677309488,3,1
8,-0.18742332629727104,-0.16255885730669364,0,1
4,-1.2686348420717901,-0.5188964849127574,0,0
1,0.8937881894772481,-1.2315717401248851,2,0
3,-1.2686348420717901,-1.5879093677309488,0,2
1,0.8937881894772481,-0.8752341125188212,1,2
3,-1.2686348420717901,0.19377877029937018,3,1
4,-0.18742332629727104,-1.2315717401248851,2,1
5,-0.5478271648887774,1.6191292807236255,2,1
3,-1.6290386806632966,0.550116397905434,1,2
5,0.8937881894772481,0.550116397905434,0,1
5,1.614595866660261,-0.8752341125188212,0,0
4,-0.9082310034802837,-1.5879093677309488,1,0
4,-0.5478271648887774,1.2627916531175616,2,1
4,-0.5478271648887774,-0.16255885730669364,3,1
6,-0.18742332629727104,-1.2315717401248851,2,2
1,-0.9082310034802837,0.9064540255114978,1,1
3,1.2541920280687544,1.6191292807236255,1,0
2,-0.5478271648887774,1.6191292807236255,2,1
1,1.614595866660261,-0.5188964849127574,0,1
4,-0.5478271648887774,1.6191292807236255,2,1
7,0.17298051229423533,0.550116397905434,0,2
4,0.8937881894772481,-0.16255885730669364,3,1
3,0.5333843508857418,-0.8752341125188212,0,2
7,-0.5478271648887774,1.6191292807236255,3,1
5,-0.5478271648887774,0.9064540255114978,1,1
4,-0.18742332629727104,-1.2315717401248851,2,1
8,1.614595866660261,-1.5879093677309488,3,1
12,-0.18742332629727104,-0.16255885730669364,0,1
4,-1.6290386806632966,-0.5188964849127574,2,1
4,0.8937881894772481,1.6191292807236255,2,1
7,1.614595866660261,0.550116397905434,2,1
5,-0.18742332629727104,1.2627916531175616,3,1
6,-0.9082310034802837,0.19377877029937018,3,0
6,-0.9082310034802837,-1.5879093677309488,3,1
8,-0.5478271648887774,0.9064540255114978,0,1
4,0.5333843508857418,-1.2315717401248851,0,0
5,-0.18742332629727104,-0.5188964849127574,3,0
3,-1.6290386806632966,-0.8752341125188212,2,0
3,-0.18742332629727104,0.19377877029937018,1,0
12,-0.18742332629727104,-1.2315717401248851,3,1
7,0.17298051229423533,-0.16255885730669364,0,0
1,0.5333843508857418,1.2627916531175616,1,0
4,-0.18742332629727104,-0.8752341125188212,0,2
4,-1.2686348420717901,-1.2315717401248851,3,1
4,-1.2686348420717901,-1.2315717401248851,0,1
6,-0.5478271648887774,1.2627916531175616,2,1
6,-1.6290386806632966,0.19377877029937018,3,0
9,0.5333843508857418,-1.2315717401248851,3,1
1,-1.6290386806632966,-0.8752341125188212,0,1
2,-0.9082310034802837,-1.5879093677309488,0,1
7,1.614595866660261,-1.2315717401248851,1,1
4,0.5333843508857418,-1.2315717401248851,0,1
3,0.17298051229423533,-1.2315717401248851,1,0
7,0.5333843508857418,0.550116397905434,1,1
4,-0.18742332629727104,-0.8752341125188212,3,1
6,0.8937881894772481,-0.5188964849127574,2,0
6,0.17298051229423533,-1.2315717401248851,1,1
4,-0.5478271648887774,-0.16255885730669364,2,0
5,-1.6290386806632966,1.2627916531175616,1,1
4,-1.2686348420717901,1.2627916531175616,0,0
2,0.17298051229423533,0.550116397905434,0,0
6,-0.5478271648887774,0.9064540255114978,0,1
6,-0.9082310034802837,-0.16255885730669364,0,0
7,0.5333843508857418,-0.16255885730669364,2,0
7,0.5333843508857418,-0.8752341125188212,0,1
3,-1.2686348420717901,0.19377877029937018,0,0
4,0.8937881894772481,-1.5879093677309488,0,1
9,-1.6290386806632966,-0.8752341125188212,0,1
2,1.614595866660261,-1.2315717401248851,2,0
6,0.5333843508857418,0.550116397905434,1,1
7,1.614595866660261,1.2627916531175616,1,2
7,-1.6290386806632966,-0.5188964849127574,1,1
8,-0.9082310034802837,0.550116397905434,3,1
5,-0.9082310034802837,0.9064540255114978,2,1
6,1.614595866660261,1.6191292807236255,1,0
3,-1.2686348420717901,-1.2315717401248851,3,1
6,1.614595866660261,0.550116397905434,3,1
4,-0.18742332629727104,-0.8752341125188212,3,1
2,-0.5478271648887774,0.9064540255114978,0,0
5,0.17298051229423533,0.19377877029937018,0,0
10,-1.2686348420717901,-0.8752341125188212,1,1
6,-0.5478271648887774,0.9064540255114978,1,1
4,0.5333843508857418,-0.8752341125188212,1,1
3,-1.6290386806632966,1.2627916531175616,1,1
2,-0.9082310034802837,-0.8752341125188212,0,1
6,-1.6290386806632966,-1.5879093677309488,0,1
4,-1.2686348420717901,-1.2315717401248851,1,1
4,1.2541920280687544,-0.5188964849127574,0,0
3,1.614595866660261,-1.2315717401248851,3,2
4,-0.18742332629727104,-0.5188964849127574,2,1
2,-0.5478271648887774,-0.5188964849127574,0,0
5,-0.5478271648887774,-0.5188964849127574,0,0
5,0.8937881894772481,-1.5879093677309488,1,1
6,-0.9082310034802837,1.2627916531175616,0,0
6,-0.5478271648887774,1.6191292807236255,0,1
8,-1.2686348420717901,0.550116397905434,3,1
4,0.17298051229423533,-1.2315717401248851,1,2
6,1.2541920280687544,-0.8752341125188212,1,0
7,-0.5478271648887774,0.9064540255114978,1,0
2,0.17298051229423533,0.550116397905434,0,1
6,-0.5478271648887774,-0.5188964849127574,0,2
6,-1.2686348420717901,-0.5188964849127574,0,1
4,0.17298051229423533,1.2627916531175616,0,1
4,0.5333843508857418,-0.16255885730669364,0,1
2,-0.5478271648887774,-0.16255885730669364,1,1
5,0.04842376644154718,0.550116397905434,0,0
6,0.8937881894772481,-1.5879093677309488,1,1
3,-0.9082310034802837,-0.8752341125188212,2,1
5,-1.2686348420717901,-1.2315717401248851,2,1
5,-0.18742332629727104,1.6191292807236255,3,0
4,-1.2686348420717901,0.19377877029937018,3,1
5,1.614595866660261,0.19377877029937018,0,1
6,-0.18742332629727104,1.6191292807236255,2,0
2,1.614595866660261,-1.5879093677309488,0,1
6,0.17298051229423533,0.19377877029937018,2,1
1,0.8937881894772481,1.6191292807236255,1,2
2,0.17298051229423533,-1.2315717401248851,0,0
4,-0.5478271648887774,-0.5188964849127574,0,1
7,-0.9082310034802837,0.19377877029937018,2,0
8,-1.2686348420717901,-0.8752341125188212,2,1
4,-1.6290386806632966,-0.8752341125188212,3,2
5,-1.2686348420717901,-0.8752341125188212,2,1
10,-1.2686348420717901,-0.5188964849127574,0,1
8,-0.18742332629727104,1.2627916531175616,1,1
8,1.2541920280687544,-0.5188964849127574,1,0
6,-1.6290386806632966,-0.5188964849127574,1,1
3,-0.5478271648887774,-0.5188964849127574,0,1
5,1.614595866660261,0.550116397905434,2,2
3,0.5333843508857418,-0.16255885730669364,0,1
3,1.614595866660261,-1.2315717401248851,0,1
2,-0.9082310034802837,0.550116397905434,0,1
6,0.8937881894772481,-0.8752341125188212,2,1
5,-0.9082310034802837,-1.5879093677309488,2,2
4,0.8937881894772481,1.2627916531175616,0,1
3,-1.2686348420717901,-0.16255885730669364,3,1
5,-0.18742332629727104,1.6191292807236255,0,1
6,-0.5478271648887774,-1.5879093677309488,3,1
7,1.2541920280687544,-1.5879093677309488,1,1
9,-0.9082310034802837,-1.5879093677309488,1,2
5,-0.18742332629727104,1.2627916531175616,0,0
7,1.614595866660261,0.9064540255114978,1,1
7,1.2541920280687544,0.19377877029937018,3,1
4,0.17298051229423533,1.6191292807236255,2,0
5,-1.2686348420717901,0.19377877029937018,0,0
2,-1.6290386806632966,0.19377877029937018,0,0
5,-1.6290386806632966,-0.5188964849127574,0,1
2,0.5333843508857418,-0.16255885730669364,0,0
5,-1.2686348420717901,1.6191292807236255,3,1
6,0.5333843508857418,-0.8752341125188212,2,1
7,-1.6290386806632966,-0.8752341125188212,0,0
5,-0.5478271648887774,1.6191292807236255,1,1
7,1.614595866660261,0.550116397905434,3,1
4,-0.5478271648887774,-0.16255885730669364,0,0
5,-0.18742332629727104,0.9064540255114978,2,0
8,1.614595866660261,-0.16255885730669364,3,1
4,-1.6290386806632966,-0.5188964849127574,2,1
7,0.5333843508857418,-0.8752341125188212,0,1
6,-1.2686348420717901,-1.2315717401248851,0,0
2,-1.2686348420717901,-0.8752341125188212,2,0
7,0.8937881894772481,0.550116397905434,1,2
1,1.2541920280687544,0.9064540255114978,0,1
6,0.17298051229423533,-0.16255885730669364,3,0
3,-1.6290386806632966,-1.5879093677309488,3,0
5,-1.6290386806632966,-0.8752341125188212,3,1
7,0.5333843508857418,-0.5188964849127574,1,1
6,0.8937881894772481,1.6191292807236255,2,0
7,-0.9082310034802837,-0.5188964849127574,3,1
3,1.2541920280687544,-1.5879093677309488,3,1
8,-0.5478271648887774,1.6191292807236255,0,2
2,-0.5478271648887774,1.2627916531175616,0,0
3,-0.9082310034802837,1.6191292807236255,3,1
3,0.8937881894772481,-0.5188964849127574,0,0
7,1.2541920280687544,-1.2315717401248851,0,0
6,-1.6290386806632966,1.2627916531175616,0,1
5,-1.2686348420717901,-0.5188964849127574,1,1
8,-1.6290386806632966,-0.5188964849127574,0,1
4,-0.5478271648887774,0.19377877029937018,1,1
2,1.614595866660261,0.9064540255114978,0,1
5,0.5333843508857418,-0.16255885730669364,2,1
5,0.5333843508857418,0.9064540255114978,3,2
7,0.17298051229423533,-1.5879093677309488,2,0
5,-0.18742332629727104,-0.5188964849127574,0,1
8,-0.5478271648887774,-1.5879093677309488,1,0
4,0.8937881894772481,-0.8752341125188212,3,1
3,0.5333843508857418,0.550116397905434,1,0
9,1.614595866660261,-1.5879093677309488,3,0
10,-1.6290386806632966,-0.16255885730669364,2,1
3,0.17298051229423533,-1.5879093677309488,0,1
8,-1.2686348420717901,0.19377877029937018,1,0
3,-0.5478271648887774,1.2627916531175616,3,1
7,-0.18742332629727104,-0.8752341125188212,2,1
4,0.8937881894772481,0.19377877029937018,3,1
4,0.17298051229423533,-0.5188964849127574,0,1
1,-1.2686348420717901,0.19377877029937018,3,2
6,-0.18742332629727104,-1.2315717401248851,0,1
4,-0.18742332629727104,-0.5188964849127574,0,1
3,0.17298051229423533,0.550116397905434,0,2
3,-1.6290386806632966,0.19377877029937018,2,0
8,0.8937881894772481,1.2627916531175616,0,1
6,-0.9082310034802837,0.550116397905434,1,1
2,-0.18742332629727104,-1.5879093677309488,1,1
1,0.5333843508857418,0.19377877029937018,3,1
2,-0.9082310034802837,-0.8752341125188212,1,0
4,1.614595866660261,0.9064540255114978,3,1
3,0.17298051229423533,-1.5879093677309488,0,0
2,-0.18742332629727104,1.6191292807236255,0,1
5,0.5333843508857418,-1.2315717401248851,0,1
7,1.614595866660261,-0.8752341125188212,2,1
6,-0.9082310034802837,-0.8752341125188212,0,1
6,-1.2686348420717901,0.550116397905434,1,1
4,-0.5478271648887774,0.9064540255114978,3,0
8,-0.9082310034802837,1.2627916531175616,0,1
5,-0.5478271648887774,0.550116397905434,0,1
5,0.5333843508857418,0.9064540255114978,1,1
7,-0.18742332629727104,0.19377877029937018,0,0
6,-0.5478271648887774,-1.2315717401248851,0,1
6,0.17298051229423533,-1.5879093677309488,1,2
6,0.5333843508857418,-0.8752341125188212,0,1
5,-0.18742332629727104,1.2627916531175616,1,1
4,0.5333843508857418,0.550116397905434,3,1
8,-0.9082310034802837,-1.2315717401248851,3,2
5,0.5333843508857418,-1.5879093677309488,1,1
3,-0.9082310034802837,-1.2315717401248851,1,0
6,0.17298051229423533,-0.8752341125188212,1,1
6,0.8937881894772481,0.19377877029937018,1,1
4,0.17298051229423533,1.2627916531175616,2,2
6,0.0484237664415475,0.9064540255114978,3,2
5,-0.9082310034802837,1.6191292807236255,3,0
5,-0.18742332629727104,1.2627916531175616,2,2
11,1.2541920280687544,0.9064540255114978,1,1
4,0.8937881894772481,0.550116397905434,1,2
3,0.17298051229423533,0.19377877029937018,0,0
4,1.2541920280687544,0.9064540255114978,2,1
1,-1.2686348420717901,0.19377877029937018,1,2
5,1.2541920280687544,-1.2315717401248851,2,2
7,1.614595866660261,1.2627916531175616,0,1
2,1.614595866660261,1.2627916531175616,2,0
3,0.17298051229423533,-0.8752341125188212,0,1
7,1.2541920280687544,1.2627916531175616,0,2
7,-0.5478271648887774,-1.2315717401248851,0,1
3,-0.18742332629727104,-0.8752341125188212,3,0
6,-1.2686348420717901,0.19377877029937018,0,2
2,-0.9082310034802837,-0.5188964849127574,2,2
5,-1.6290386806632966,0.9064540255114978,3,1
5,-0.5478271648887774,-1.5879093677309488,2,1
4,-1.2686348420717901,0.19377877029937018,2,1
7,-1.2686348420717901,-1.2315717401248851,2,1
5,-1.6290386806632966,0.19377877029937018,2,1
7,1.614595866660261,-1.5879093677309488,3,0
2,-1.2686348420717901,-1.2315717401248851,0,2
8,-0.5478271648887774,1.2627916531175616,1,1
5,0.17298051229423533,0.19377877029937018,2,1
6,0.5333843508857418,0.9064540255114978,0,1
4,0.5333843508857418,0.550116397905434,0,0
6,0.5333843508857418,1.2627916531175616,0,1
4,-0.5478271648887774,1.2627916531175616,0,0
9,-0.18742332629727104,-0.5188964849127574,3,1
6,-0.9082310034802837,0.550116397905434,3,0
5,-1.6290386806632966,-0.16255885730669364,0,1
3,0.0484237664415475,0.550116397905434,2,0
6,1.614595866660261,-0.5188964849127574,2,1
5,0.5333843508857418,1.6191292807236255,0,0
4,1.614595866660261,-0.5188964849127574,0,1
5,-0.5478271648887774,1.6191292807236255,0,2
4,-0.18742332629727104,-0.8752341125188212,2,0
3,-0.18742332629727104,1.2627916531175616,0,1
7,0.5333843508857418,-0.16255885730669364,2,1
4,1.2541920280687544,-0.5188964849127574,0,1
2,0.8937881894772481,0.9064540255114978,0,1
2,0.5333843508857418,-0.16255885730669364,0,1
7,-1.6290386806632966,-0.8752341125188212,1,1
4,1.614595866660261,-1.2315717401248851,1,1
4,0.17298051229423533,0.9064540255114978,3,0
5,1.614595866660261,-1.2315717401248851,3,1
3,1.2541920280687544,0.9064540255114978,0,1
4,0.5333843508857418,-0.16255885730669364,0,1
5,-1.6290386806632966,0.9064540255114978,1,1
5,1.2541920280687544,-0.16255885730669364,0,2
3,-0.9082310034802837,-1.5879093677309488,1,0
5,1.2541920280687544,-1.2315717401248851,1,1
3,-0.5478271648887774,0.19377877029937018,2,2
2,1.2541920280687544,-0.8752341125188212,1,0
7,0.8937881894772481,0.9064540255114978,0,0
4,0.5333843508857418,-0.16255885730669364,2,0
5,-0.5478271648887774,-0.8752341125188212,1,0
3,1.2541920280687544,1.6191292807236255,0,1
5,-0.5478271648887774,0.550116397905434,0,1
6,-1.6290386806632966,0.9064540255114978,1,1
2,0.17298051229423533,-0.5188964849127574,0,1
6,-0.5478271648887774,1.2627916531175616,3,0
6,1.614595866660261,0.19377877029937018,3,0
2,-0.9082310034802837,-1.5879093677309488,0,1
4,-0.18742332629727104,-0.16255885730669364,2,0
7,-0.9082310034802837,-0.16255885730669364,0,1
2,0.17298051229423533,0.550116397905434,1,1
9,-0.9082310034802837,0.19377877029937018,1,1
9,-0.18742332629727104,0.9064540255114978,2,1
4,0.8937881894772481,-1.2315717401248851,1,1
5,0.8937881894772481,0.550116397905434,3,1
9,0.17298051229423533,1.6191292807236255,0,1
7,-0.18742332629727104,0.550116397905434,0,0
2,-0.18742332629727104,-0.5188964849127574,1,1
4,-1.6290386806632966,1.6191292807236255,3,1
2,-1.2686348420717901,-1.2315717401248851,1,1
9,-0.5478271648887774,-0.5188964849127574,1,0
5,0.17298051229423533,-0.5188964849127574,0,2
3,0.5333843508857418,0.19377877029937018,3,0
3,-1.6290386806632966,0.550116397905434,2,0
6,0.8937881894772481,-0.8752341125188212,3,0
3,1.2541920280687544,-1.5879093677309488,1,2
6,-0.5478271648887774,-0.8752341125188212,0,1
2,0.5333843508857418,1.2627916531175616,1,1
5,0.17298051229423533,-1.5879093677309488,0,1
4,1.2541920280687544,0.9064540255114978,2,0
6,-1.2686348420717901,-1.2315717401248851,0,1
4,0.5333843508857418,0.19377877029937018,0,1
7,-0.18742332629727104,-0.8752341125188212,2,0
5,0.5333843508857418,0.550116397905434,3,1
4,-1.6290386806632966,-1.2315717401248851,1,1
9,1.614595866660261,-0.5188964849127574,3,1
4,1.2541920280687544,1.6191292807236255,0,1
7,-1.6290386806632966,1.2627916531175616,1,2
3,-0.18742332629727104,0.19377877029937018,2,0
1,0.8937881894772481,-0.5188964849127574,1,2
5,-1.6290386806632966,-1.2315717401248851,2,2
9,0.5333843508857418,1.6191292807236255,0,1
1,-1.2686348420717901,1.2627916531175616,2,1
4,0.5333843508857418,-0.5188964849127574,2,0
4,0.5333843508857418,1.2627916531175616,2,0
5,1.2541920280687544,-1.2315717401248851,1,1
4,0.17298051229423533,0.550116397905434,1,0
7,-0.5478271648887774,-0.16255885730669364,3,0
3,0.5333843508857418,0.9064540255114978,2,0
4,0.5333843508857418,0.9064540255114978,2,0
6,-0.5478271648887774,-0.5188964849127574,3,0
4,-1.2686348420717901,-0.5188964849127574,2,1
3,1.2541920280687544,0.9064540255114978,2,1
6,0.8937881894772481,-0.8752341125188212,1,0
8,-0.18742332629727104,0.550116397905434,2,1
5,-0.18742332629727104,0.9064540255114978,2,0
7,-1.6290386806632966,0.9064540255114978,0,1
10,1.2541920280687544,1.6191292807236255,2,0
3,1.614595866660261,-0.5188964849127574,3,2
8,0.8937881894772481,1.2627916531175616,1,1
3,0.0484237664415475,1.6191292807236255,0,1
3,1.614595866660261,-0.5188964849127574,1,1
8,0.17298051229423533,0.9064540255114978,3,1
2,1.614595866660261,0.19377877029937018,1,0
5,1.614595866660261,-0.16255885730669364,0,1
7,0.8937881894772481,-0.5188964849127574,2,0
9,0.17298051229423533,-0.16255885730669364,0,1
6,1.614595866660261,-1.5879093677309488,0,1
2,-0.5478271648887774,0.550116397905434,1,2
5,-0.9082310034802837,0.9064540255114978,3,0
2,0.5333843508857418,1.2627916531175616,0,1
4,-1.2686348420717901,-0.8752341125188212,3,0
3,0.5333843508857418,1.2627916531175616,1,1
2,-1.6290386806632966,1.6191292807236255,1,0
7,1.614595866660261,-0.16255885730669364,0,2
10,-0.18742332629727104,1.6191292807236255,2,1
2,1.2541920280687544,0.19377877029937018,0,0
2,-1.6290386806632966,-1.5879093677309488,2,1
3,0.8937881894772481,1.2627916531175616,0,1
4,1.2541920280687544,1.2627916531175616,0,1
5,1.2541920280687544,0.19377877029937018,2,1
5,0.8937881894772481,0.9064540255114978,2,1
3,-0.5478271648887774,-0.5188964849127574,1,1
4,0.5333843508857418,-0.16255885730669364,0,1
6,-1.6290386806632966,-0.16255885730669364,2,0
5,0.5333843508857418,0.550116397905434,0,2
4,0.17298051229423533,0.550116397905434,0,0
4,-0.18742332629727104,0.550116397905434,2,0
5,-1.6290386806632966,-0.16255885730669364,0,1
6,0.8937881894772481,-0.5188964849127574,2,1
5,1.614595866660261,0.9064540255114978,2,1
7,-1.6290386806632966,-1.5879093677309488,0,2
5,-1.6290386806632966,-1.5879093677309488,2,2
2,-0.9082310034802837,0.19377877029937018,0,0
5,0.8937881894772481,-1.2315717401248851,1,0
4,0.8937881894772481,-0.8752341125188212,0,0
2,0.5333843508857418,-0.5188964849127574,3,0
10,-0.18742332629727104,-1.2315717401248851,1,1
4,0.8937881894772481,1.6191292807236255,0,1
5,-1.2686348420717901,0.550116397905434,2,1
7,0.8937881894772481,1.6191292807236255,2,1
4,-1.2686348420717901,-1.5879093677309488,3,1
10,1.614595866660261,-0.8752341125188212,1,2
6,-0.18742332629727104,-1.2315717401248851,0,1
5,-0.5478271648887774,1.2627916531175616,0,0
4,-1.6290386806632966,0.9064540255114978,0,1
4,-0.18742332629727104,-0.8752341125188212,1,1
7,0.5333843508857418,-0.16255885730669364,1,1
3,-1.6290386806632966,-0.8752341125188212,1,0
7,-1.2686348420717901,0.19377877029937018,2,1
7,1.2541920280687544,-0.16255885730669364,1,1
8,-0.18742332629727104,-1.2315717401248851,2,2
3,0.5333843508857418,1.6191292807236255,2,1
9,-1.2686348420717901,0.9064540255114978,0,1
3,0.5333843508857418,0.19377877029937018,2,1
3,0.5333843508857418,-0.8752341125188212,0,1
8,0.5333843508857418,-1.5879093677309488,1,0
7,-0.18742332629727104,-0.16255885730669364,3,1
9,1.2541920280687544,-1.2315717401248851,0,1
7,-1.2686348420717901,-1.2315717401248851,1,2
5,-0.5478271648887774,1.2627916531175616,3,1
11,1.614595866660261,1.6191292807236255,0,1
5,0.8937881894772481,0.550116397905434,0,1
5,-1.6290386806632966,0.19377877029937018,1,0
7,1.2541920280687544,-1.5879093677309488,0,0
5,-0.18742332629727104,1.6191292807236255,1,1
5,-0.9082310034802837,-1.2315717401248851,1,2
4,-0.5478271648887774,0.550116397905434,1,1
7,-1.6290386806632966,-0.8752341125188212,3,1
5,0.04842376644154718,-1.2315717401248851,0,1
3,0.8937881894772481,0.19377877029937018,2,0
7,-1.2686348420717901,0.9064540255114978,1,1
4,-1.2686348420717901,0.9064540255114978,1,1
8,1.2541920280687544,-1.2315717401248851,0,1
5,-0.18742332629727104,0.19377877029937018,0,1
5,-0.18742332629727104,-0.16255885730669364,1,0
2,-1.6290386806632966,0.550116397905434,0,1
2,0.17298051229423533,-0.5188964849127574,0,1
3,0.8937881894772481,-1.2315717401248851,3,0
7,0.17298051229423533,1.6191292807236255,3,0
4,0.5333843508857418,-0.8752341125188212,3,1
5,-0.5478271648887774,1.2627916531175616,1,1
1,-1.2686348420717901,1.6191292807236255,3,0
4,-1.6290386806632966,0.9064540255114978,0,1
4,0.17298051229423533,1.2627916531175616,0,0
2,1.2541920280687544,-0.16255885730669364,2,2
6,1.614595866660261,-0.16255885730669364,3,1
1,-0.18742332629727104,0.550116397905434,3,1
8,-1.2686348420717901,0.550116397905434,0,1
3,-1.6290386806632966,-1.5879093677309488,0,0
4,0.04842376644154718,-0.16255885730669364,2,1
6,-0.5478271648887774,0.9064540255114978,3,1
6,0.5333843508857418,0.550116397905434,3,1
6,1.2541920280687544,-1.2315717401248851,0,1
3,0.8937881894772481,0.9064540255114978,1,1
